text,tweet_id,name,tweet_created,retweet_count,favourites_count,tweet_coordinates
@Amtrak I left an ipad on train 353. What number can I call to retrieve it?,562305953635504128,vendetta5,2015-02-02 17:46:01+00:00,0,0,
@Amtrak is the auto train running.,562305380743921664,gene_newman,2015-02-02 17:43:44+00:00,0,0,
@Amtrak Are NY-BOS trains running roughly as scheduled today?,562303901912035329,shelbygrossman,2015-02-02 17:37:51+00:00,0,0,
@Amtrak Is train 137 still scheduled to leave on time this afternoon?,562299805691813888,albonation1,2015-02-02 17:21:35+00:00,0,0,
@Amtrak @AmtrakNEC train 141 stopped AGAIN!!! NHV&gt;WAS takes longer than flying to London. Well done.,562289980559867904,ashapindc,2015-02-02 16:42:32+00:00,0,0,
"@Amtrak if I book train ticket and it is cancelled, will I be able to get a full refund?",562288143412383744,DougConner,2015-02-02 16:35:14+00:00,0,0,
@Amtrak it is now delayed. What is depart time now?,562287455475601408,mrnestles,2015-02-02 16:32:30+00:00,0,0,
@Amtrak will 5:30 train from St Louis to Chicago be effected by weather tonight ?,562287355617218560,DougConner,2015-02-02 16:32:07+00:00,0,0,
@Amtrak excellent customer service aboard train 79 this morning!!,562278865822040064,ABTobasco,2015-02-02 15:58:22+00:00,0,0,
@Amtrak nice,562277146757201920,ph_dutchess,2015-02-02 15:51:33+00:00,0,0,
@Amtrak Is Empire Service disrupted?,562275388563283969,CioffiRobert,2015-02-02 15:44:33+00:00,0,0,
@Amtrak thank you for filing complaint with STB to keep @nscorp and @CSX honest in routing. Your passengers &amp; voters thank you! #amtrak,562274636419710976,tomkatz,2015-02-02 15:41:34+00:00,0,0,
@Amtrak That looks good! Look forward to riding soon. @theurbanologist,562274385198088192,ConciergeBoston,2015-02-02 15:40:34+00:00,0,1,
@Amtrak thanks for the update!,562271982553546752,tylerrsmith,2015-02-02 15:31:01+00:00,0,0,
@Amtrak is train 56 from nyp to hfd on time still? thanks!,562271190895833088,mrnestles,2015-02-02 15:27:53+00:00,0,0,
"@Amtrak, you're my only hope! Betting on those tracks to get me to #PHL",562265983461888001,el_sanchez7,2015-02-02 15:07:11+00:00,0,0,
@Amtrak to Begin $12M Rehabilitation of #Chicago Union Station http://www.cpexecutive.com/cities/chicago/amtrak-to-begin-12m-rehabilitation-of-chicagos-iconic-union-station-2/1004112447.html #industrial via @CPExecutive,562263641664536579,ioana_neamt,2015-02-02 14:57:53+00:00,0,0,
@Amtrak could you please tell me the current location of train 448 was just wondering how soon i should head to the station and wait 4 train,562261844635951104,cdalberth30,2015-02-02 14:50:44+00:00,0,0,
@Amtrak Any word if there are any changes in the North East due to the storm?,562259229952978944,tylerrsmith,2015-02-02 14:40:21+00:00,0,0,
@Amtrak is train 174 departing from nyp on time?,562251908153606144,NYCAnya,2015-02-02 14:11:15+00:00,0,0,
"@Amtrak please post status to @AmtrakNEC , even if all clear.",562251695711719425,newgoliath,2015-02-02 14:10:25+00:00,0,0,
@Amtrak. 1/3 the cost and no snow cancellation. Im leaving Chicago TODAY. #57yearoftravel,562249331554541568,CrazyQuilts,2015-02-02 14:01:01+00:00,0,0,
"@Amtrak smooth and on time, just how I like them. Cheers!",562248448423231488,paulrharvey3,2015-02-02 13:57:30+00:00,0,0,
@Amtrak @AmtrakNEC finally on our way. An hour later. It's fine. I dont really care for efficiency anyways.,562245737904635905,ashapindc,2015-02-02 13:46:44+00:00,0,0,
@Amtrak please let me know status of train 137 Monday February 2,562245178405425152,JeffBrillhart,2015-02-02 13:44:31+00:00,0,0,
@Amtrak how about now? Waiting for train in freezing cold...,562242651769307136,trouty,2015-02-02 13:34:28+00:00,1,0,
@Amtrak has train 173 departed from is destination?,562242439831117824,GallagherTheGr8,2015-02-02 13:33:38+00:00,0,0,
@Amtrak thanks!,562241521274331137,kaybree246,2015-02-02 13:29:59+00:00,0,0,
@Amtrak is the 185 Northeast Regional on time?,562240441656307714,kaybree246,2015-02-02 13:25:41+00:00,0,0,
"Not always ""@Amtrak: From #DC to #NYC in under 3 hours? Yeah, we can do that. Find out more: http://bit.ly/1wuyKLC ”",562239595052802048,madhulikasikka,2015-02-02 13:22:20+00:00,0,0,
@Amtrak are there any delays expected for the Wolverine 353 departing the ROY station?,562239437892231168,aer1022,2015-02-02 13:21:42+00:00,0,0,
@Amtrak thank you! Currently train 2166 at 4pm but may switch to 1PM Acela NYC to Boston. Could use info on both. Thanks again!,562238434350477312,SteveLunny,2015-02-02 13:17:43+00:00,0,0,
@Amtrak 141 stuck in New Haven. Another NYC/DC bound train just left the station no delay. Just this track.,562237986105196544,MegSniffin,2015-02-02 13:15:56+00:00,0,0,
@Amtrak you are the WORST,562235371568644096,KColeman16,2015-02-02 13:05:33+00:00,0,0,
@Amtrak not really because you cancel trains without telling passengers except for 3 minutes before the train is due to depart...,562231334626947072,kaybree246,2015-02-02 12:49:30+00:00,0,0,
@Amtrak I just wanted to make sure that the snow today won't interfere with anything tomorrow I already postponed my trip once ,562230324537479169,sammyyammyy,2015-02-02 12:45:29+00:00,0,0,
@Amtrak is there a delay for the 353 out of pontiac?,562229560004329472,vendetta5,2015-02-02 12:42:27+00:00,0,0,
@Amtrak Now 183 is canceled? What do I do?,562228980997451776,tweetjoshtweet,2015-02-02 12:40:09+00:00,0,0,
@Amtrak do you think travels for tomorrow will be a problem or will it just be today,562228329642618880,sammyyammyy,2015-02-02 12:37:34+00:00,0,0,
@Amtrak Train 93 out of Boston South Station shows status unavailable...does that mean it's delayed?,562227873432731648,dukie21542,2015-02-02 12:35:45+00:00,0,0,
@Amtrak is the 10am acela from was to nyp on time?,562224466634485760,alexlmichael,2015-02-02 12:22:13+00:00,0,0,
@Amtrak @marauder1076 ridiculous. I switched to an earlier train.,562220294644174848,CahnEmily,2015-02-02 12:05:38+00:00,0,0,
@Amtrak status of 171 BOS to NYP???,562220285102161921,timkbrennan,2015-02-02 12:05:36+00:00,0,0,
@Amtrak please update us on 181 status,562219146273116161,keyursphoto,2015-02-02 12:01:04+00:00,0,0,
"@Amtrak when am I likely to hear a service update about Train 171, back bay to NYC penn?",562218563575226368,trouty,2015-02-02 11:58:45+00:00,0,1,
"@Amtrak it says status unavailable, do u have a number I can call to check status or try and get the earlier train?",562216457904599040,Meegstheslug,2015-02-02 11:50:23+00:00,0,0,
@Amtrak thanks!,562215669186699265,AshleyMihos,2015-02-02 11:47:15+00:00,0,0,
@Amtrak are trains from providence to Bridgeport running today? I'm scheduled to be on train 93,562215267108134912,Meegstheslug,2015-02-02 11:45:39+00:00,0,0,
"@Amtrak @AshleyMihos waiting at train station, @AmtrakNEC please tell me how long it's going to take",562213683875442688,keyursphoto,2015-02-02 11:39:22+00:00,0,0,
@Amtrak of course it is.,562212600503885824,CahnEmily,2015-02-02 11:35:04+00:00,0,3,
@Amtrak @CahnEmily do you know how much delay??,562212101687480322,keyursphoto,2015-02-02 11:33:05+00:00,0,0,
@Amtrak thanks again.,562211716814352384,LYR_NH1878,2015-02-02 11:31:33+00:00,0,0,
@Amtrak any update on 181 from NY??,562211486026584064,keyursphoto,2015-02-02 11:30:38+00:00,0,0,
@Amtrak any info on train 181 to WAS?,562211246045671424,AshleyMihos,2015-02-02 11:29:41+00:00,0,0,
@Amtrak sorry so do you mean Train 2109 is not running?,562209202123583489,LYR_NH1878,2015-02-02 11:21:33+00:00,0,0,
@Amtrak Tried checking on status Train 2109 (Acela) from NY Penn to Philly but it says status unavailable? Is the train running?,562207188698279936,LYR_NH1878,2015-02-02 11:13:33+00:00,0,0,
@Amtrak service alert hasn't been updated since yesterday at 6:44pm. Understand train is running but is service delayed?,562206201950519297,EliRichlin,2015-02-02 11:09:38+00:00,0,1,
@Amtrak any info changes on train 350 leaving Chicago,562205388280713216,coachpricee25,2015-02-02 11:06:24+00:00,0,0,
"@Amtrak any delays running south from bos to nyp on the NEC? Train status coming back as ""unavailable""",562204947862024193,EliRichlin,2015-02-02 11:04:39+00:00,0,0,
@Amtrak ok thanks.,562197832661483520,LYR_NH1878,2015-02-02 10:36:23+00:00,0,0,
"@Amtrak will do, and you keep up the good work.",562196970258071552,jamorr,2015-02-02 10:32:57+00:00,0,0,
@Amtrak thanks. Is there a link where I can pull up an online itinerary?,562195110130380800,LYR_NH1878,2015-02-02 10:25:33+00:00,0,0,
@Amtrak will the carolininian be running as scheduled out of nyp this morning ?,562190486392545280,ABTobasco,2015-02-02 10:07:11+00:00,0,0,
@Amtrak hi looking to leave on the 8 am Acela from Penn Station to Philly. Is that still running?,562189046852886528,LYR_NH1878,2015-02-02 10:01:28+00:00,0,0,
@Amtrak good morning! Is train 181 from NYP-WAS running and on time today? Thanks!,562164940233273344,AshleyMihos,2015-02-02 08:25:40+00:00,0,0,
@Amtrak your NEC crew out of NYC - Penn Station train 67 is unbelievably rude.,562160673283911680,kaschaefer17,2015-02-02 08:08:43+00:00,0,0,
@Amtrak When do applications for the next #AmtrakResidency program begin?,562145647110131712,GusPewe,2015-02-02 07:09:01+00:00,1,2,
@Amtrak thanks will tweet then,562118997215551489,coachpricee25,2015-02-02 05:23:07+00:00,0,0,
@Amtrak thank you. I can ask anytime here?,562115670926979072,coachpricee25,2015-02-02 05:09:54+00:00,0,0,
@Amtrak thank you,562114962509021184,LovelyLadyJeNae,2015-02-02 05:07:05+00:00,0,0,
@Amtrak train 350 still on for morning run from Chicago?,562113740888629248,coachpricee25,2015-02-02 05:02:14+00:00,0,0,
"@Amtrak Hey, thanks amtrak.",562113600941486081,EastBreese,2015-02-02 05:01:40+00:00,0,0,
@Amtrak is train #392 running tomorrow?,562113424021524480,LovelyLadyJeNae,2015-02-02 05:00:58+00:00,0,0,
"@Amtrak The Keystone train from Paoli to New York City tomorrow, train 640, any updates or possible weather delays? Thanks in advance!",562110454190047234,EastBreese,2015-02-02 04:49:10+00:00,0,0,
"@Amtrak awesome, thanks for the quick response! ",562110369376661504,dlavrack13,2015-02-02 04:48:50+00:00,0,0,
@Amtrak thank you for the info looking forward to my ride tomorrow to Bos,562108382925320192,cdalberth30,2015-02-02 04:40:56+00:00,0,0,
@Amtrak is train 448 delayed leaving Chi tonight cause of the snow storm??? If yes any idea as of the time of departure from Chi?,562106565810204673,cdalberth30,2015-02-02 04:33:43+00:00,0,0,
@Amtrak @NellisSue when will we know for sure? I'm from Flint-Chi but don't want to drive all the way to Flint just to see it's canceled..,562104547859243010,dlavrack13,2015-02-02 04:25:42+00:00,0,0,
@Amtrak are the Acela trains running from Penn Station to Philly tomorrow morning? Thanks.,562100289202040832,LYR_NH1878,2015-02-02 04:08:46+00:00,0,0,
@Amtrak any idea as to when the train will be departing Chi tonight so i have some idea how delayed the train will be into Roc?,562100085971255296,cdalberth30,2015-02-02 04:07:58+00:00,0,0,
@Amtrak Guest Rewards are completely useless unless you only go one way or you're in the Northeast region. #thanksfornothing,562098571038568448,wade_burrell,2015-02-02 04:01:57+00:00,0,0,
@Amtrak any trains out of Chicago heading east in the morning at risk?,562097725538590720,coachpricee25,2015-02-02 03:58:35+00:00,0,0,
@Amtrak has train 448 left Chi suppose to catch train in morning in Roc or has train been cancelled? Train status says no info available,562097504163205120,cdalberth30,2015-02-02 03:57:42+00:00,0,0,
@Amtrak okay thank you!,562073881515945985,EVERYTHlNGSFINE,2015-02-02 02:23:50+00:00,0,0,
@Amtrak what are the odds that it gets cancelled?,562073062624227329,jogiels,2015-02-02 02:20:35+00:00,0,0,
@Amtrak @AmtrakNEC is the 7.15am maple leaf 63 still running tomorrow?,562072397864390658,Gemma_Cole1,2015-02-02 02:17:57+00:00,0,1,
"@Amtrak I did, three hours ago. Apparently broken as the rest of the train is 85 degrees. Conductor did stuff some NY Times in door gap...",562070684889649153,kraenzl,2015-02-02 02:11:08+00:00,0,0,
@Amtrak train 448 running tonight or cancelled cause of the snow storm? Catching train in am in Roc going to Bos,562070551863492608,cdalberth30,2015-02-02 02:10:36+00:00,0,0,
@Amtrak how is train 95 looking for tomorrow?,562069957551607808,jogiels,2015-02-02 02:08:15+00:00,0,0,
@Amtrak At least the conductors think it's funny. #icetrain,562068968026820608,kraenzl,2015-02-02 02:04:19+00:00,0,0,
@Amtrak I guess the free NY Times in business class is in lieu of heat...#frozen,562068808001548288,kraenzl,2015-02-02 02:03:41+00:00,0,0,
@Amtrak do prices sometimes go down closer to the day? like if i'm taking a train this friday and right now it says $38 will it go down?,562065673258823680,EVERYTHlNGSFINE,2015-02-02 01:51:13+00:00,0,0,
@Amtrak you got it! ,562064081859776513,AmySchloerb,2015-02-02 01:44:54+00:00,0,0,
"@Amtrak train 159, headed to DC in freezing weather — with the doors to our car open. Thanks, Amtrak!",562056168563310595,jselanikio,2015-02-02 01:13:27+00:00,0,0,
"@Amtrak thanks. They put us on the next train, but it's disappointing to hear that there's not a systemwide policy regarding this.",562055251709423616,matthewbrightly,2015-02-02 01:09:49+00:00,0,0,
@Amtrak how about taking engine 672 out of service until it's fixed? Again that specific train broke down twice on me. Boltbus is faster,562055040282931200,HotHandsNos,2015-02-02 01:08:58+00:00,0,0,
@Amtrak when will train 305 Lincoln service depart joliet,562054449259352065,Mosef22,2015-02-02 01:06:37+00:00,0,0,
@Amtrak @AmtrakNEC SECOND TIME TRAIN 672 from PHL-NYC has broken down... WHEN WILL THIS BE FIXED? #littleenginethatcouldnt #njtransit help?,562050720825114624,HotHandsNos,2015-02-02 00:51:48+00:00,0,0,
@Amtrak our train is stopped with mechanical difficulties. Can we take another Amtrak train using our same ticket?,562050539555659776,matthewbrightly,2015-02-02 00:51:05+00:00,0,0,
"@Amtrak when am I apt to hear any updates about train 171 tomorrow, Back Bay to Penn Station NYC?",562045788688510977,trouty,2015-02-02 00:32:12+00:00,0,1,
@Amtrak... I did notify one. They made announcement over intercom. But nothing was done. I was subjected to it.,562042881238921216,SIMPLYCARNAGAPE,2015-02-02 00:20:39+00:00,1,1,
@Amtrak are the trains from new york to harrisburg cancelled?,562041420014297090,pritika_sawant,2015-02-02 00:14:51+00:00,0,0,
@Amtrak I haven't but others have. The wifi strength is shown but you cannot access the Amtrak Connect page. Thanks for any help!,562037948992864257,briearly,2015-02-02 00:01:03+00:00,0,0,
@Amtrak thanks for the lift to Chicago when all my flight options were cancelled! Any chance we could get the wifi working on the 306? Thx,562035425242382336,briearly,2015-02-01 23:51:02+00:00,1,1,
@Amtrak is so far running on time out of CHI. That's how to do it in the winter!,562032815551033344,CrazyQuilts,2015-02-01 23:40:39+00:00,0,0,
@Amtrak train status for amtrak 305 Lincoln service ?,562029872013656064,Mosef22,2015-02-01 23:28:58+00:00,0,0,
@Amtrak this is my first time taking the train from Milwaukee/ Chicago to #GrandRapids I love the #AMTRAK this Will get you places,562024995421839360,randallmay47,2015-02-01 23:09:35+00:00,0,0,
@Amtrak #84. Pls prioritize training to combat larger #customerservice issue: when staff hog tables &amp; treat riders rudely #ridership suffers,562024768346791936,RestlessInDC,2015-02-01 23:08:41+00:00,0,0,
@Amtrak how are trains in Illinois?,562023267243130881,RagedRobb,2015-02-01 23:02:43+00:00,0,0,
@Amtrak I hope so too!! cc @redsesame,562021847920021504,duchessgoldblat,2015-02-01 22:57:05+00:00,0,2,
@Amtrak thanks will do,562021393014206464,themappist,2015-02-01 22:55:16+00:00,0,0,
@Amtrak I meant Super Bowl shout outs...,562019655473446914,itskaitfitz,2015-02-01 22:48:22+00:00,0,0,
@Amtrak @12s Showing the world the year Seahawks fans became fans. Nice.,562018865417187329,wtcgroup,2015-02-01 22:45:13+00:00,0,0,
@Amtrak uh oh. What about all your New England riders? #nolove,562018854248128514,itskaitfitz,2015-02-01 22:45:11+00:00,0,0,
@Amtrak @12s Honestly at first thought this was Pats support: Our QB is #12. Go Pats.,562017084327358464,DaveHNH,2015-02-01 22:38:09+00:00,0,0,
.@Amtrak Thank you; just did that. Hopefully someone will find it and get it back to me!,562015133162278912,redsesame,2015-02-01 22:30:24+00:00,0,1,
@Amtrak Thank you cc @redsesame,562014756647997440,duchessgoldblat,2015-02-01 22:28:54+00:00,0,1,
"@Amtrak, will you join an international community of transit agencies in providing open data according to #GTFS? http://s2t2.co/1z1M2eM",562013313140531200,data_creative,2015-02-01 22:23:10+00:00,0,0,
@Amtrak Any news about possible service interruptions on Acela between Boston and New York tomorrow(Monday)) due to storm?,562012485566607360,Mediaguroo,2015-02-01 22:19:52+00:00,0,0,
@Amtrak more than an hour into our journey now we are. Young fans you are not making,562011872770412544,themappist,2015-02-01 22:17:26+00:00,0,0,
"@Amtrak OH MY GOD, I left my entire knitting project on one of your trains. Is there anything you can do to help me???",562011026468917248,redsesame,2015-02-01 22:14:05+00:00,0,0,
"@Amtrak from #NYP to almost PHL, 1 hour in the trip we just got a seat. #notagreatride. I'm sure I'm not the only unhappy one.",562010256881229824,Nards19,2015-02-01 22:11:01+00:00,0,1,
@Amtrak thank you. Please DM me w/ resolution.,562008456954413057,BmoreGiving,2015-02-01 22:03:52+00:00,0,0,
@Amtrak are trains still running today? Taking a ride to Kalamzoo from Chicago and want to know what to expect,562006640849719297,butters1529,2015-02-01 21:56:39+00:00,0,0,
@Amtrak is train 448 going to be running tonight out of chicago or be cancelled cause of the snow storm? Going to catch train in roc tom,562004849244782595,cdalberth30,2015-02-01 21:49:32+00:00,0,0,
@Amtrak not together.,562003090946424833,themappist,2015-02-01 21:42:33+00:00,0,0,
@Amtrak glad I paid extra to stand on an overbooked train NE 163,562002385774858240,Nards19,2015-02-01 21:39:44+00:00,0,0,
@amtrak boston to new york at 5 am looks OK ??,562000787908624384,sturub,2015-02-01 21:33:23+00:00,0,0,
"@Amtrak Yes, but you probably don’t want to know all of the details… #superlinerroomette #shegotoffatmaricopa #ifyouknowwhatimean",561999990533672962,AntonioLulic,2015-02-01 21:30:13+00:00,0,0,
@Amtrak why is train 163 oversold my 3 yr old cannot sit by herself. #fail,561999492501995521,themappist,2015-02-01 21:28:15+00:00,0,0,
"@Amtrak erm. I mean the Empire Builder, not the Zephyr. Although I'm sure they're awesome too. :)",561998927390855169,tammi_owens,2015-02-01 21:26:00+00:00,0,0,
@Amtrak the Zephyr team is fantastic at communicating and working hard to get us up and running despite blizzard conditions. Thank you!,561995128098004993,tammi_owens,2015-02-01 21:10:54+00:00,0,0,
"@Amtrak on location, but still looking forward to the trip Wednesday morning",561984964359487488,Johnnyira,2015-02-01 20:30:31+00:00,0,0,
"@Amtrak see you all in a couple of days,just wish the station at WNR would be open a bit more,and had a the ability to purchase tickets",561984726312165377,Johnnyira,2015-02-01 20:29:34+00:00,0,0,
@Amtrak are there trains running between libertyville and Chicago?!,561984672524406785,Sarahemilysays,2015-02-01 20:29:21+00:00,0,0,
@Amtrak Thank you.,561981144821166082,markdas,2015-02-01 20:15:20+00:00,0,0,
"@Amtrak Hope so too but not sure why so much time elapsed before ambulance arrived, about 15 minutes.",561971304845545474,loriweisberg,2015-02-01 19:36:14+00:00,0,0,
@Amtrak taking train through NY State tomorrow. What's best way to get updates on storm delays?,561967021249028097,markdas,2015-02-01 19:19:13+00:00,0,0,
@Amtrak why can't we use guest rewards points on trips that have bus connections it's not out fault amtrak doesn't come to every city #sad,561960757739663361,Animerai,2015-02-01 18:54:20+00:00,0,0,
@Amtrak AnnArbor2Monterey: great trip. Please expand trial pet policy! Would love to bring my small sweet canine companion on next trip.,561955483024506880,YesYvonne,2015-02-01 18:33:22+00:00,0,0,
@Amtrak any idea if the downeaster will be running Monday morning with all that snow?,561948616202661888,Carnivwhor3,2015-02-01 18:06:05+00:00,0,0,
@Amtrak @dodgegrrl Please expand pet policy! Love the train; little Bounder wants to come too!,561946906855612416,YesYvonne,2015-02-01 17:59:17+00:00,0,1,
.@Amtrak please read my tweet before replying! Shew!! I love taking the train. I just don't travel without my dog--ever.,561945122787426304,dodgegrrl,2015-02-01 17:52:12+00:00,0,0,
.@Amtrak I find this unacceptable. Everyone should be welcomed aboard with their service animal. @RepDeSantis @RepJoeKennedy @RepDaveJoyce,561943265390235649,dodgegrrl,2015-02-01 17:44:49+00:00,0,0,
.@Amtrak I did review that page before tweeting you. I can take the selected type of dogs on any train in your system then?,561941846964719617,dodgegrrl,2015-02-01 17:39:11+00:00,0,0,
@Amtrak Train 160 Northeast Regional,561938403395399681,carolinec0313,2015-02-01 17:25:30+00:00,0,0,
@Amtrak has the pet policy test concluded? Are you accepting small pups now? Sophie would like to know!,561937466462969856,dodgegrrl,2015-02-01 17:21:46+00:00,0,0,
"@Amtrak Did, but other end of the train is freezing so unable to adjust. Standing at door to get fresh air. Bus Class should = comfort",561936765574189056,carolinec0313,2015-02-01 17:18:59+00:00,0,0,
@Amtrak it is so hot on this train from NYC to Boston! #whereistheoffswitch,561928687411822592,carolinec0313,2015-02-01 16:46:53+00:00,0,0,
That's nice; I value money. Pay me for time & I'll fill out surveys RT @Amtrak We value our passenger's feedback for your travel experience.,561927723761680386,Maggie_McNeill,2015-02-01 16:43:04+00:00,0,1,
@Amtrak ,561926402816356353,nicole_buffa,2015-02-01 16:37:49+00:00,0,0,
"Will it actually speed up the trains? No, it'll just waste even MORE of my time. Please don't make me laugh. @Amtrak",561924282033266689,Maggie_McNeill,2015-02-01 16:29:23+00:00,0,0,
@Amtrak are dogs allowed on the auto train?,561912566864412672,oinonio,2015-02-01 15:42:50+00:00,0,0,
“@Amtrak: @SpringfieldJan We are happy to take you to your destination. Have an awesome trip!” Thanks for the ride and great service,561908232105762816,SpringfieldJan,2015-02-01 15:25:36+00:00,0,0,
@Amtrak Great customer service. Prompt refund on a cancelled/changed reservation due to #juno.,561883977880182785,kwanette,2015-02-01 13:49:14+00:00,0,0,
@Amtrak travelers warned of #NewYork #measles exposure http://www.bloomberg.com/news/articles/2015-01-31/amtrak-travelers-warned-of-exposure-in-new-york-measles-case via @business by @CarolineYLChen @FayCortez,561828811738591232,jwgale,2015-02-01 10:10:01+00:00,0,0,
"@Amtrak Can we make this happen? I will go lay down tracks!! Alright, I can't really do that, but I can dream about it!",561764851681611776,RebelHeart87,2015-02-01 05:55:52+00:00,0,0,
@Amtrak Can you tell us what is going with Amtrak 59 City of New Orleans? We sat for 20 min and havent heard anything.,561741281278185472,ayoung87,2015-02-01 04:22:12+00:00,0,0,
@lisaschwarzbaum @Amtrak Enjoyed reading this. (Also jealous—as I hate flying…) :),561716043241242624,KelliMarshall,2015-02-01 02:41:55+00:00,0,1,
@Amtrak 669 Keystone Service,561695417856196608,StephenJuliano,2015-02-01 01:19:58+00:00,0,0,
"@Amtrak I have asked him to close it, but he keeps opening it again. I have closed it numerous times.",561695041601933312,StephenJuliano,2015-02-01 01:18:28+00:00,0,0,
@Amtrak 717.,561690061511467008,tiff_sing,2015-02-01 00:58:41+00:00,0,0,
"@Amtrak had a terrific journey but my wife left her cheap flip phone. Can you help find? Train 195. We were in car 82804, I think.",561682133321003008,sinden,2015-02-01 00:27:10+00:00,0,0,
"@Amtrak Joliet, IL",561679085118562304,Chrxstxphxr,2015-02-01 00:15:04+00:00,0,0,
@amtrak think weather might interfere w train 448 Sunday into Monday?,561678581018148864,emilyalling,2015-02-01 00:13:03+00:00,0,0,
