word,uses,positives,negatives,pos fraction,neg fraction,rel positivity,rel negativity
routes,19,4,6,0.21052631578947367,0.3157894736842105,1.3043187740829008,0.5037217143971281
planned,16,4,10,0.25,0.625,1.5488785442234447,0.9969492264109827
hope,129,33,76,0.2558139534883721,0.5891472868217055,1.5848989754844551,0.9397598909424458
probably,37,3,24,0.08108108108108109,0.6486486486486487,0.5023389873157118,1.0346716295724794
inappropriate,4,1,2,0.25,0.5,1.5488785442234447,0.7975593811287862
day,222,29,173,0.13063063063063063,0.7792792792792793,0.8093239240086467,1.2430429994169372
saving,9,1,2,0.1111111111111111,0.2222222222222222,0.6883904640993087,0.3544708360572383
sanity,1,0,0,0.0,0.0,0.0,0.0
standby,37,1,26,0.02702702702702703,0.7027027027027027,0.16744632910523727,1.120894265370186
understanding,6,1,5,0.16666666666666666,0.8333333333333334,1.032585696148963,1.3292656352146437
helped,27,12,14,0.4444444444444444,0.5185185185185185,2.753561856397235,0.8270986174668894
brought,10,5,4,0.5,0.4,3.0977570884468895,0.638047504903029
absolutely,26,2,20,0.07692307692307693,0.7692307692307693,0.47657801360721375,1.227014432505825
assets,2,0,2,0.0,1.0,0.0,1.5951187622575724
manage,9,0,9,0.0,1.0,0.0,1.5951187622575724
loads,3,0,3,0.0,1.0,0.0,1.5951187622575724
urgent,3,0,1,0.0,0.3333333333333333,0.0,0.5317062540858575
treatment,13,1,8,0.07692307692307693,0.6153846153846154,0.47657801360721375,0.98161154600466
old,66,3,46,0.045454545454545456,0.696969696969697,0.281614280767899,1.1117494403613384
battling,2,0,0,0.0,0.0,0.0,0.0
cancer,2,0,0,0.0,0.0,0.0,0.0
less,59,3,49,0.05084745762711865,0.8305084745762712,0.3150261445878193,1.3247596500105263
half,66,1,64,0.015151515151515152,0.9696969696969697,0.09387142692263302,1.546781830067949
price,33,4,24,0.12121212121212122,0.7272727272727273,0.7509714153810642,1.1600863725509618
round,27,1,17,0.037037037037037035,0.6296296296296297,0.2294634880331029,1.0043340354955086
wtf,11,0,10,0.0,0.9090909090909091,0.0,1.4501079656887021
happening,15,0,14,0.0,0.9333333333333333,0.0,1.488777511440401
dtw,6,2,2,0.3333333333333333,0.3333333333333333,2.065171392297926,0.5317062540858575
momma,1,0,0,0.0,0.0,0.0,0.0
made,206,62,129,0.30097087378640774,0.6262135922330098,1.8646693153757974,0.9988850501515867
portfolio,1,0,0,0.0,0.0,0.0,0.0
tonite,2,0,1,0.0,0.5,0.0,0.7975593811287862
jkf,1,0,0,0.0,0.0,0.0,0.0
wifey,1,0,0,0.0,0.0,0.0,0.0
duffle,3,0,1,0.0,0.3333333333333333,0.0,0.5317062540858575
promised,13,0,13,0.0,1.0,0.0,1.5951187622575724
resolution,10,3,7,0.3,0.7,1.8586542530681336,1.1165831335803007
debbie,1,0,0,0.0,0.0,0.0,0.0
baldwin,1,0,0,0.0,0.0,0.0,0.0
performance,5,1,3,0.2,0.6,1.2391028353787559,0.9570712573545435
demo,2,0,1,0.0,0.5,0.0,0.7975593811287862
evening,15,3,9,0.2,0.6,1.2391028353787559,0.9570712573545435
taking,78,19,51,0.24358974358974358,0.6538461538461539,1.5091637097561768,1.0429622676299513
care,131,25,96,0.19083969465648856,0.732824427480916,1.1823500337583548,1.168941993715473
lovely,12,8,4,0.6666666666666666,0.3333333333333333,4.130342784595852,0.5317062540858575
soft,2,1,0,0.5,0.0,3.0977570884468895,0.0
mileage,30,3,19,0.1,0.6333333333333333,0.6195514176893779,1.0102418827631292
challenge,2,0,1,0.0,0.5,0.0,0.7975593811287862
several,34,4,27,0.11764705882352941,0.7941176470588235,0.7288840208110328,1.2667119582633664
facing,6,0,5,0.0,0.8333333333333334,0.0,1.3292656352146437
lofty,1,0,0,0.0,0.0,0.0,0.0
news,21,1,8,0.047619047619047616,0.38095238095238093,0.29502448461398945,0.6076642903838371
ball,9,1,5,0.1111111111111111,0.5555555555555556,0.6883904640993087,0.8861770901430959
flightly,3,1,2,0.3333333333333333,0.6666666666666666,2.065171392297926,1.063412508171715
adore,2,2,0,1.0,0.0,6.195514176893779,0.0
glad,51,21,25,0.4117647058823529,0.49019607843137253,2.5510940728386147,0.7819209618909668
took,90,11,67,0.12222222222222222,0.7444444444444445,0.7572295105092396,1.1874773007917483
years,32,4,22,0.125,0.6875,0.7744392721117224,1.096644149052081
transformative,1,1,0,1.0,0.0,6.195514176893779,0.0
uphold,1,0,0,0.0,0.0,0.0,0.0
taxes,1,0,0,0.0,0.0,0.0,0.0
earned,10,1,5,0.1,0.5,0.6195514176893779,0.7975593811287862
spending,13,1,12,0.07692307692307693,0.9230769230769231,0.47657801360721375,1.47241731900699
couple,16,4,9,0.25,0.5625,1.5488785442234447,0.8972543037698845
messages,7,0,5,0.0,0.7142857142857143,0.0,1.1393705444696947
provided,18,6,10,0.3333333333333333,0.5555555555555556,2.065171392297926,0.8861770901430959
try,79,7,60,0.08860759493670886,0.759493670886076,0.5489696106108412,1.2114826042462576
smooth,7,7,0,1.0,0.0,6.195514176893779,0.0
easily,12,3,7,0.25,0.5833333333333334,1.5488785442234447,0.9304859446502506
hoping,52,8,31,0.15384615384615385,0.5961538461538461,0.9531560272144275,0.9509361851920143
ws,1,0,1,0.0,1.0,0.0,1.5951187622575724
forced,26,0,26,0.0,1.0,0.0,1.5951187622575724
small,26,4,19,0.15384615384615385,0.7307692307692307,0.9531560272144275,1.1656637108805337
carry,42,1,26,0.023809523809523808,0.6190476190476191,0.14751224230699472,0.9874544718737354
empty,41,1,36,0.024390243902439025,0.8780487804878049,0.15111010187545804,1.4005920839334782
space,23,3,15,0.13043478260869565,0.6521739130434783,0.808110544812232,1.0402948449505907
board,88,8,73,0.09090909090909091,0.8295454545454546,0.563228561535798,1.323223518690941
wjere,1,0,1,0.0,1.0,0.0,1.5951187622575724
slow,13,0,12,0.0,0.9230769230769231,0.0,1.47241731900699
spoke,32,4,26,0.125,0.8125,0.7744392721117224,1.2960339943342776
representative,12,0,11,0.0,0.9166666666666666,0.0,1.462192198736108
loyal,43,6,34,0.13953488372093023,0.7906976744186046,0.8644903502642481,1.2612566957385456
flies,5,0,4,0.0,0.8,0.0,1.276095009806058
well,109,30,66,0.27522935779816515,0.6055045871559633,1.7051873881359025,0.9658517276055026
deeply,1,0,1,0.0,1.0,0.0,1.5951187622575724
promo,12,2,1,0.16666666666666666,0.08333333333333333,1.032585696148963,0.13292656352146437
mere,2,0,2,0.0,1.0,0.0,1.5951187622575724
blazer,1,0,0,0.0,0.0,0.0,0.0
kooples,1,0,0,0.0,0.0,0.0,0.0
jacket,3,0,1,0.0,0.3333333333333333,0.0,0.5317062540858575
partners,7,0,5,0.0,0.7142857142857143,0.0,1.1393705444696947
checkout,4,0,3,0.0,0.75,0.0,1.1963390716931792
payment,9,1,4,0.1111111111111111,0.4444444444444444,0.6883904640993087,0.7089416721144766
method,9,6,1,0.6666666666666666,0.1111111111111111,4.130342784595852,0.17723541802861914
boost,1,0,0,0.0,0.0,0.0,0.0
conversion,1,0,0,0.0,0.0,0.0,0.0
rates,8,0,2,0.0,0.25,0.0,0.3987796905643931
promoting,1,1,0,1.0,0.0,6.195514176893779,0.0
product,1,1,0,1.0,0.0,6.195514176893779,0.0
recommend,7,2,5,0.2857142857142857,0.7142857142857143,1.7701469076839367,1.1393705444696947
noneother,1,1,0,1.0,0.0,6.195514176893779,0.0
bruh,3,0,1,0.0,0.3333333333333333,0.0,0.5317062540858575
turn,17,0,15,0.0,0.8823529411764706,0.0,1.4074577314037404
obsessed,1,1,0,1.0,0.0,6.195514176893779,0.0
tonight,67,20,33,0.29850746268656714,0.4925373134328358,1.8494072169832174,0.7856555097686551
digging,2,0,1,0.0,0.5,0.0,0.7975593811287862
swanky,1,0,0,0.0,0.0,0.0,0.0
pink,3,0,2,0.0,0.6666666666666666,0.0,1.063412508171715
mood,2,0,1,0.0,0.5,0.0,0.7975593811287862
lighting,2,0,1,0.0,0.5,0.0,0.7975593811287862
cabaret,1,0,0,0.0,0.0,0.0,0.0
receipt,15,0,10,0.0,0.6666666666666666,0.0,1.063412508171715
embossed,4,0,1,0.0,0.25,0.0,0.3987796905643931
badges,5,0,2,0.0,0.4,0.0,0.638047504903029
patches,4,0,1,0.0,0.25,0.0,0.3987796905643931
superior,5,1,1,0.2,0.2,1.2391028353787559,0.3190237524515145
ones,15,3,8,0.2,0.5333333333333333,1.2391028353787559,0.850730006537372
currently,42,1,22,0.023809523809523808,0.5238095238095238,0.14751224230699472,0.8355383992777761
dirtiest,1,0,1,0.0,1.0,0.0,1.5951187622575724
squared,2,2,0,1.0,0.0,6.195514176893779,0.0
picked,20,3,13,0.15,0.65,0.9293271265340668,1.0368271954674222
soon,31,8,16,0.25806451612903225,0.5161290322580645,1.5988423682306525,0.8232871031006825
tweeted,7,3,3,0.42857142857142855,0.42857142857142855,2.655220361525905,0.6836223266818167
avis,1,0,1,0.0,1.0,0.0,1.5951187622575724
rental,18,1,12,0.05555555555555555,0.6666666666666666,0.34419523204965435,1.063412508171715
continue,15,3,10,0.2,0.6666666666666666,1.2391028353787559,1.063412508171715
lap,6,0,5,0.0,0.8333333333333334,0.0,1.3292656352146437
child,17,1,6,0.058823529411764705,0.35294117647058826,0.3644420104055164,0.5629830925614961
chinese,1,1,0,1.0,0.0,6.195514176893779,0.0
chance,69,5,26,0.07246376811594203,0.37681159420289856,0.44895030267346225,0.6010592437492303
gift,7,3,3,0.42857142857142855,0.42857142857142855,2.655220361525905,0.6836223266818167
comenity,1,0,1,0.0,1.0,0.0,1.5951187622575724
bank,20,1,17,0.05,0.85,0.30977570884468897,1.3558509479189365
constant,6,0,6,0.0,1.0,0.0,1.5951187622575724
also,103,11,73,0.10679611650485436,0.7087378640776699,0.6616568538430249,1.1305210645126484
grandma,7,1,2,0.14285714285714285,0.2857142857142857,0.8850734538419683,0.45574821778787783
bday,13,4,4,0.3076923076923077,0.3076923076923077,1.906312054428855,0.49080577300233
greeting,5,1,1,0.2,0.2,1.2391028353787559,0.3190237524515145
stewardess,14,4,7,0.2857142857142857,0.5,1.7701469076839367,0.7975593811287862
eastern,6,1,1,0.16666666666666666,0.16666666666666666,1.032585696148963,0.26585312704292874
tix,24,3,14,0.125,0.5833333333333334,0.7744392721117224,0.9304859446502506
atx,1,1,0,1.0,0.0,6.195514176893779,0.0
yr,26,3,18,0.11538461538461539,0.6923076923076923,0.7148670204108206,1.1043129892552423
transactional,1,1,0,1.0,0.0,6.195514176893779,0.0
send,94,9,55,0.09574468085106383,0.5851063829787234,0.5931875275749362,0.9333141694060264
submitted,23,0,18,0.0,0.782608695652174,0.0,1.2483538139407089
request,35,3,24,0.08571428571428572,0.6857142857142857,0.531044072305181,1.0937957226909067
fat,5,1,2,0.2,0.4,1.2391028353787559,0.638047504903029
ceo,46,2,9,0.043478260869565216,0.1956521739130435,0.26937018160407733,0.3120884534851772
strayed,1,0,0,0.0,0.0,0.0,0.0
low,11,0,5,0.0,0.45454545454545453,0.0,0.7250539828443511
brilliant,3,2,0,0.6666666666666666,0.0,4.130342784595852,0.0
brisk,1,0,0,0.0,0.0,0.0,0.0
cue,4,0,3,0.0,0.75,0.0,1.1963390716931792
ploughs,3,0,0,0.0,0.0,0.0,0.0
lone,3,0,0,0.0,0.0,0.0,0.0
furrow,3,0,0,0.0,0.0,0.0,0.0
omg,12,7,2,0.5833333333333334,0.16666666666666666,3.614049936521371,0.26585312704292874
nonstop,19,2,10,0.10526315789473684,0.5263157894736842,0.6521593870414504,0.8395361906618801
planes,62,7,44,0.11290322580645161,0.7096774193548387,0.6994935361009105,1.1320197667634386
thought,44,5,31,0.11363636363636363,0.7045454545454546,0.7040357019197475,1.1238336734087442
pulling,8,2,5,0.25,0.625,1.5488785442234447,0.9969492264109827
hair,2,0,2,0.0,1.0,0.0,1.5951187622575724
computer,34,2,28,0.058823529411764705,0.8235294117647058,0.3644420104055164,1.3136272159768243
cannot,51,1,44,0.0196078431372549,0.8627450980392157,0.12148067013517214,1.3761808929281019
laptop,7,0,6,0.0,0.8571428571428571,0.0,1.3672446533636333
starting,17,2,9,0.11764705882352941,0.5294117647058824,0.7288840208110328,0.8444746388422443
guess,54,4,41,0.07407407407407407,0.7592592592592593,0.4589269760662058,1.211108689862231
road,5,0,2,0.0,0.4,0.0,0.638047504903029
tripping,1,0,0,0.0,0.0,0.0,0.0
needing,6,1,4,0.16666666666666666,0.6666666666666666,1.032585696148963,1.063412508171715
make,310,41,208,0.13225806451612904,0.6709677419354839,0.8194067137182095,1.0702732340308874
trips,18,2,14,0.1111111111111111,0.7777777777777778,0.6883904640993087,1.240647926200334
announced,12,1,6,0.08333333333333333,0.5,0.5162928480744815,0.7975593811287862
dollar,5,1,3,0.2,0.6,1.2391028353787559,0.9570712573545435
fyi,12,2,8,0.16666666666666666,0.6666666666666666,1.032585696148963,1.063412508171715
address,33,1,21,0.030303030303030304,0.6363636363636364,0.18774285384526604,1.0150755759820915
password,3,0,2,0.0,0.6666666666666666,0.0,1.063412508171715
towards,9,1,7,0.1111111111111111,0.7777777777777778,0.6883904640993087,1.240647926200334
cust,42,2,37,0.047619047619047616,0.8809523809523809,0.29502448461398945,1.4052236715126234
svc,18,1,16,0.05555555555555555,0.8888888888888888,0.34419523204965435,1.4178833442289531
sucks,20,0,18,0.0,0.9,0.0,1.4356068860318152
donkey,2,0,2,0.0,1.0,0.0,1.5951187622575724
develop,4,0,1,0.0,0.25,0.0,0.3987796905643931
app,81,9,56,0.1111111111111111,0.691358024691358,0.6883904640993087,1.1027981566225191
favorite,18,12,1,0.6666666666666666,0.05555555555555555,4.130342784595852,0.08861770901430957
crap,8,0,8,0.0,1.0,0.0,1.5951187622575724
channels,4,0,3,0.0,0.75,0.0,1.1963390716931792
uk,19,2,9,0.10526315789473684,0.47368421052631576,0.6521593870414504,0.7555825715956922
set,26,5,15,0.19230769230769232,0.5769230769230769,1.1914450340180345,0.9202608243793686
channel,2,0,1,0.0,0.5,0.0,0.7975593811287862
passbook,18,13,0,0.7222222222222222,0.0,4.474538016645507,0.0
giants,1,1,0,1.0,0.0,6.195514176893779,0.0
waste,17,1,16,0.058823529411764705,0.9411764705882353,0.3644420104055164,1.5012882468306563
entertainment,17,2,13,0.11764705882352941,0.7647058823529411,0.7288840208110328,1.2197967005499082
system,114,3,109,0.02631578947368421,0.956140350877193,0.1630398467603626,1.525157413035749
accept,15,3,8,0.2,0.5333333333333333,1.2391028353787559,0.850730006537372
cards,3,0,2,0.0,0.6666666666666666,0.0,1.063412508171715
apostrophe,1,0,1,0.0,1.0,0.0,1.5951187622575724
slots,2,0,1,0.0,0.5,0.0,0.7975593811287862
aus,7,2,3,0.2857142857142857,0.42857142857142855,1.7701469076839367,0.6836223266818167
likely,13,0,8,0.0,0.6153846153846154,0.0,0.98161154600466
charge,63,5,49,0.07936507936507936,0.7777777777777778,0.4917074743566491,1.240647926200334
herbal,1,1,0,1.0,0.0,6.195514176893779,0.0
tea,4,3,1,0.75,0.25,4.646635632670334,0.3987796905643931
black,11,5,5,0.45454545454545453,0.45454545454545453,2.81614280767899,0.7250539828443511
caffeine,1,1,0,1.0,0.0,6.195514176893779,0.0
drinker,1,1,0,1.0,0.0,6.195514176893779,0.0
expansion,1,1,0,1.0,0.0,6.195514176893779,0.0
spread,6,1,3,0.16666666666666666,0.5,1.032585696148963,0.7975593811287862
announces,3,0,1,0.0,0.3333333333333333,0.0,0.5317062540858575
learn,26,1,21,0.038461538461538464,0.8076923076923077,0.23828900680360687,1.2883651541311163
longer,53,1,45,0.018867924528301886,0.8490566037735849,0.1168964939036562,1.3543461188979389
tweet,57,10,33,0.17543859649122806,0.5789473684210527,1.0869323117357506,0.9234898097280683
incredible,7,6,1,0.8571428571428571,0.14285714285714285,5.31044072305181,0.22787410889393891
philadelphia,14,2,11,0.14285714285714285,0.7857142857142857,0.8850734538419683,1.253307598916664
houston,41,2,33,0.04878048780487805,0.8048780487804879,0.30222020375091607,1.2838760769390218
finally,111,28,75,0.25225225225225223,0.6756756756756757,1.5628324049822142,1.0777829474713327
expanding,1,0,0,0.0,0.0,0.0,0.0
forget,8,1,4,0.125,0.5,0.7744392721117224,0.7975593811287862
kinda,6,2,3,0.3333333333333333,0.5,2.065171392297926,0.7975593811287862
sucked,4,0,4,0.0,1.0,0.0,1.5951187622575724
earphone,1,0,1,0.0,1.0,0.0,1.5951187622575724
jack,3,0,2,0.0,0.6666666666666666,0.0,1.063412508171715
future,22,4,13,0.18181818181818182,0.5909090909090909,1.126457123071596,0.9425701776976565
poor,77,1,72,0.012987012987012988,0.935064935064935,0.08046122307654259,1.4915396218512365
meeting,12,1,11,0.08333333333333333,0.9166666666666666,0.5162928480744815,1.462192198736108
battle,1,0,0,0.0,0.0,0.0,0.0
jose,2,0,1,0.0,0.5,0.0,0.7975593811287862
consumers,2,1,1,0.5,0.5,3.0977570884468895,0.7975593811287862
excellent,24,20,4,0.8333333333333334,0.16666666666666666,5.1629284807448155,0.26585312704292874
nerd,1,0,0,0.0,0.0,0.0,0.0
frequency,2,0,1,0.0,0.5,0.0,0.7975593811287862
portland,6,0,3,0.0,0.5,0.0,0.7975593811287862
additional,17,2,13,0.11764705882352941,0.7647058823529411,0.7288840208110328,1.2197967005499082
extortion,1,0,1,0.0,1.0,0.0,1.5951187622575724
items,13,0,13,0.0,1.0,0.0,1.5951187622575724
worrying,1,0,1,0.0,1.0,0.0,1.5951187622575724
carryon,8,0,7,0.0,0.875,0.0,1.395728916975376
lock,2,0,2,0.0,1.0,0.0,1.5951187622575724
group,42,4,27,0.09523809523809523,0.6428571428571429,0.5900489692279789,1.025433490022725
room,39,3,32,0.07692307692307693,0.8205128205128205,0.47657801360721375,1.30881539467288
bags,198,12,175,0.06060606060606061,0.8838383838383839,0.3754857076905321,1.4098271888640161
nightmare,14,0,14,0.0,1.0,0.0,1.5951187622575724
forcing,9,1,8,0.1111111111111111,0.8888888888888888,0.6883904640993087,1.4178833442289531
artisanal,1,1,0,1.0,0.0,6.195514176893779,0.0
cheese,3,2,0,0.6666666666666666,0.0,4.130342784595852,0.0
wine,4,1,1,0.25,0.25,1.5488785442234447,0.3987796905643931
sure,157,26,103,0.16560509554140126,0.6560509554140127,1.0260087171926002,1.0464791879778979
strong,4,3,0,0.75,0.0,4.646635632670334,0.0
opens,5,2,1,0.4,0.2,2.4782056707575117,0.3190237524515145
save,16,3,7,0.1875,0.4375,1.1616589081675834,0.697864458487688
shit,23,1,20,0.043478260869565216,0.8695652173913043,0.26937018160407733,1.3870597932674542
bumping,3,0,2,0.0,0.6666666666666666,0.0,1.063412508171715
rough,7,2,4,0.2857142857142857,0.5714285714285714,1.7701469076839367,0.9114964355757557
luckily,6,1,4,0.16666666666666666,0.6666666666666666,1.032585696148963,1.063412508171715
minneapolis,2,0,0,0.0,0.0,0.0,0.0
yes,116,25,69,0.21551724137931033,0.5948275862068966,1.3352401243305556,0.9488206430670043
bff,1,0,0,0.0,0.0,0.0,0.0
perfect,10,6,3,0.6,0.3,3.717308506136267,0.47853562867727173
sun,10,3,5,0.3,0.5,1.8586542530681336,0.7975593811287862
visors,1,1,0,1.0,0.0,6.195514176893779,0.0
stay,62,7,49,0.11290322580645161,0.7903225806451613,0.6994935361009105,1.26065837662292
raise,9,7,1,0.7777777777777778,0.1111111111111111,4.818733248695161,0.17723541802861914
man,23,7,12,0.30434782608695654,0.5217391304347826,1.8855912712285414,0.8322358759604725
steel,2,1,1,0.5,0.5,3.0977570884468895,0.7975593811287862
wifi,88,13,66,0.14772727272727273,0.75,0.915246412495672,1.1963390716931792
application,3,2,0,0.6666666666666666,0.0,4.130342784595852,0.0
saw,28,4,10,0.14285714285714285,0.35714285714285715,0.8850734538419683,0.5696852722348473
mexico,18,1,8,0.05555555555555555,0.4444444444444444,0.34419523204965435,0.7089416721144766
hotspot,2,1,0,0.5,0.0,3.0977570884468895,0.0
plate,4,1,1,0.25,0.25,1.5488785442234447,0.3987796905643931
dad,11,4,3,0.36363636363636365,0.2727272727272727,2.252914246143192,0.4350323897066106
segway,1,1,0,1.0,0.0,6.195514176893779,0.0
part,26,6,14,0.23076923076923078,0.5384615384615384,1.4297340408216412,0.8589101027540774
whole,43,5,36,0.11627906976744186,0.8372093023255814,0.7204086252202068,1.3354482660761071
short,24,4,14,0.16666666666666666,0.5833333333333334,1.032585696148963,0.9304859446502506
haul,3,1,2,0.3333333333333333,0.6666666666666666,2.065171392297926,1.063412508171715
defiantly,1,1,0,1.0,0.0,6.195514176893779,0.0
abc,5,0,3,0.0,0.6,0.0,0.9570712573545435
network,2,0,1,0.0,0.5,0.0,0.7975593811287862
started,22,1,19,0.045454545454545456,0.8636363636363636,0.281614280767899,1.3776025674042671
scolding,1,0,1,0.0,1.0,0.0,1.5951187622575724
overhead,25,0,20,0.0,0.8,0.0,1.276095009806058
bin,6,0,5,0.0,0.8333333333333334,0.0,1.3292656352146437
person,82,6,70,0.07317073170731707,0.8536585365853658,0.45333030562637405,1.3616867482686594
seated,8,2,5,0.25,0.625,1.5488785442234447,0.9969492264109827
calls,30,3,26,0.1,0.8666666666666667,0.6195514176893779,1.3824362606232294
ask,39,1,27,0.02564102564102564,0.6923076923076923,0.15885933786907125,1.1043129892552423
flighting,42,1,36,0.023809523809523808,0.8571428571428571,0.14751224230699472,1.3672446533636333
saying,62,0,56,0.0,0.9032258064516129,0.0,1.4407524304261945
dear,6,1,3,0.16666666666666666,0.5,1.032585696148963,0.7975593811287862
accommodate,15,1,12,0.06666666666666667,0.8,0.41303427845958524,1.276095009806058
commercial,7,3,1,0.42857142857142855,0.14285714285714285,2.655220361525905,0.22787410889393891
lol,36,8,11,0.2222222222222222,0.3055555555555556,1.3767809281986174,0.4873973995787027
grouping,2,0,2,0.0,1.0,0.0,1.5951187622575724
others,22,2,16,0.09090909090909091,0.7272727272727273,0.563228561535798,1.1600863725509618
exposed,2,0,2,0.0,1.0,0.0,1.5951187622575724
actual,21,0,15,0.0,0.7142857142857143,0.0,1.1393705444696947
cus,2,0,2,0.0,1.0,0.0,1.5951187622575724
serv,6,1,5,0.16666666666666666,0.8333333333333334,1.032585696148963,1.3292656352146437
travelers,14,0,10,0.0,0.7142857142857143,0.0,1.1393705444696947
affected,7,2,3,0.2857142857142857,0.42857142857142855,1.7701469076839367,0.6836223266818167
shocked,6,1,5,0.16666666666666666,0.8333333333333334,1.032585696148963,1.3292656352146437
complete,29,2,25,0.06896551724137931,0.8620689655172413,0.42727683978577785,1.375102381256528
apathy,1,0,1,0.0,1.0,0.0,1.5951187622575724
toward,9,0,7,0.0,0.7777777777777778,0.0,1.240647926200334
umm,3,0,2,0.0,0.6666666666666666,0.0,1.063412508171715
definitive,1,0,1,0.0,1.0,0.0,1.5951187622575724
advance,8,1,4,0.125,0.5,0.7744392721117224,0.7975593811287862
cut,21,2,17,0.09523809523809523,0.8095238095238095,0.5900489692279789,1.2912866170656538
main,17,0,13,0.0,0.7647058823529411,0.0,1.2197967005499082
amazings,1,1,0,1.0,0.0,6.195514176893779,0.0
reclining,2,0,2,0.0,1.0,0.0,1.5951187622575724
kickin,1,0,1,0.0,1.0,0.0,1.5951187622575724
update,81,7,59,0.08641975308641975,0.7283950617283951,0.5354148054105734,1.1618766292987257
long,159,21,113,0.1320754716981132,0.710691823899371,0.8182754573255934,1.1336378624849412
fees,28,3,15,0.10714285714285714,0.5357142857142857,0.6638050903814763,0.8545279083522709
waived,3,0,3,0.0,1.0,0.0,1.5951187622575724
reps,26,3,23,0.11538461538461539,0.8846153846153846,0.7148670204108206,1.4110665973816987
sign,25,2,19,0.08,0.76,0.4956411341515023,1.212290259315755
bonuses,1,0,0,0.0,0.0,0.0,0.0
enroll,2,0,0,0.0,0.0,0.0,0.0
newark,37,11,17,0.2972972972972973,0.4594594594594595,1.84190962015761,0.7328924042805063
folks,18,4,12,0.2222222222222222,0.6666666666666666,1.3767809281986174,1.063412508171715
question,40,2,19,0.05,0.475,0.30977570884468897,0.7576814120723468
regarding,22,1,15,0.045454545454545456,0.6818181818181818,0.281614280767899,1.0875809742665266
recieved,3,0,2,0.0,0.6666666666666666,0.0,1.063412508171715
potentially,2,0,1,0.0,0.5,0.0,0.7975593811287862
asap,14,0,10,0.0,0.7142857142857143,0.0,1.1393705444696947
movie,5,1,4,0.2,0.8,1.2391028353787559,1.276095009806058
lineup,1,1,0,1.0,0.0,6.195514176893779,0.0
actually,79,9,59,0.11392405063291139,0.7468354430379747,0.7058180707853672,1.1912912275088199
town,2,0,1,0.0,0.5,0.0,0.7975593811287862
word,25,2,17,0.08,0.68,0.4956411341515023,1.0846807583351494
resolve,21,0,19,0.0,0.9047619047619048,0.0,1.4432026896616132
lack,56,0,55,0.0,0.9821428571428571,0.0,1.56663449864583
filled,17,3,10,0.17647058823529413,0.5882352941176471,1.0933260312165494,0.9383051542691603
luck,25,7,15,0.28,0.6,1.7347439695302582,0.9570712573545435
express,9,0,8,0.0,0.8888888888888888,0.0,1.4178833442289531
connections,22,3,17,0.13636363636363635,0.7727272727272727,0.844842842303697,1.2325917708353968
hugely,3,0,3,0.0,1.0,0.0,1.5951187622575724
popular,3,0,3,0.0,1.0,0.0,1.5951187622575724
international,49,4,27,0.08163265306122448,0.5510204081632653,0.5057562593382676,0.87894299144805
glasgow,2,0,0,0.0,0.0,0.0,0.0
orlando,26,6,11,0.23076923076923078,0.4230769230769231,1.4297340408216412,0.6748579378782037
boarded,34,3,28,0.08823529411764706,0.8235294117647058,0.5466630156082747,1.3136272159768243
tough,11,2,7,0.18181818181818182,0.6363636363636364,1.126457123071596,1.0150755759820915
serious,14,1,10,0.07142857142857142,0.7142857142857143,0.44253672692098417,1.1393705444696947
risk,3,0,1,0.0,0.3333333333333333,0.0,0.5317062540858575
steep,1,0,0,0.0,0.0,0.0,0.0
hooked,4,2,2,0.5,0.5,3.0977570884468895,0.7975593811287862
alternate,12,0,12,0.0,1.0,0.0,1.5951187622575724
prevent,7,0,6,0.0,0.8571428571428571,0.0,1.3672446533636333
ta,3,1,1,0.3333333333333333,0.3333333333333333,2.065171392297926,0.5317062540858575
law,4,0,2,0.0,0.5,0.0,0.7975593811287862
nonrefundable,1,0,1,0.0,1.0,0.0,1.5951187622575724
oh,66,18,35,0.2727272727272727,0.5303030303030303,1.689685684607394,0.8458963133184095
auto,18,0,17,0.0,0.9444444444444444,0.0,1.5065010532432628
selects,1,0,1,0.0,1.0,0.0,1.5951187622575724
economy,12,0,8,0.0,0.6666666666666666,0.0,1.063412508171715
transfer,18,1,14,0.05555555555555555,0.7777777777777778,0.34419523204965435,1.240647926200334
flawed,2,0,2,0.0,1.0,0.0,1.5951187622575724
security,20,4,13,0.2,0.65,1.2391028353787559,1.0368271954674222
car,59,0,46,0.0,0.7796610169491526,0.0,1.2436519163364124
beautifull,1,1,0,1.0,0.0,6.195514176893779,0.0
united,194,20,146,0.10309278350515463,0.7525773195876289,0.6387128017416266,1.20045020252374
info,99,8,73,0.08080808080808081,0.7373737373737373,0.5006476102540428,1.1761986832808362
pair,9,3,2,0.3333333333333333,0.2222222222222222,2.065171392297926,0.3544708360572383
necessity,1,0,1,0.0,1.0,0.0,1.5951187622575724
david,5,2,1,0.4,0.2,2.4782056707575117,0.3190237524515145
allan,1,0,0,0.0,0.0,0.0,0.0
cousin,6,1,3,0.16666666666666666,0.5,1.032585696148963,0.7975593811287862
worked,20,9,10,0.45,0.5,2.7879813796022006,0.7975593811287862
phl,73,11,48,0.1506849315068493,0.6575342465753424,0.9335706293949529,1.0488452135392257
wonderful,21,18,2,0.8571428571428571,0.09523809523809523,5.31044072305181,0.15191607259595927
rosetta,1,1,0,1.0,0.0,6.195514176893779,0.0
dan,1,1,0,1.0,0.0,6.195514176893779,0.0
